CATEGORY,INCLUDE (1=yes; 0=no),DESCRIPTION,ROW_ID,,
Radiology,,CT BILIARY DRAIN EXTERNAL,3,,
Radiology,,PR SHOULDER 2-3 VIEWS NON TRAUMA PORT RIGHT,3,,
Physician ,1,Attending,3,,
Radiology,,RP HEEL (AXIAL & LATERAL) RIGHT PORT,3,,
Radiology,,"OL HAND (AP, LAT & OBLIQUE) IN O.R. LEFT",3,,
Radiology,,MR ORBIT W/O CONTRAST,3,,
Physician ,1,Admit Note,3,,
Radiology,,THY NODULE CLINIC BX,3,,
Physician ,1,Physician Attending Admit Note - MICU,3,,
Physician ,1,Resident Note,3,,
Physician ,1,Resident MICU Transfer Note,3,,
Radiology,,"OR ANKLE (AP, MORTISE & LAT) IN O.R. RIGHT",3,,
Radiology,,CT ABD&PELVIS W/C COLON TECHNIQUE,3,,
Physician ,,ArterialLineInsertionProcedureNote,3,,
Radiology,,PR VENOUS DUP UPPER EXT UNILATERAL PORT RIGHT,3,,
Radiology,,L NAVICULAR (SCAPHOID) VIEW ONLY LEFT,3,,
Physician ,1,Physician Attending Admission Note - CCU,3,,
Radiology,,CSF SHUNT STUDY,3,,
Physician ,1,Brief EP Admit Note,3,,
Radiology,,OL HEEL (AXIAL & LATERAL) IN O.R. LEFT,3,,
Radiology,,MR KIDNEY ANGIOGRAM,3,,
Radiology,,MR SPINAL CANAL LIMITED W/ CONTRAST,3,,
Physician ,1,Fellow and Attending Notes,3,,
Radiology,,REDUCED CHARGE,3,,
Radiology,,CT DRAIN FOR APPENDICEAL ABSCESS,3,,
Radiology,,L MR THIGH W/CONTRAST LEFT,3,,
Radiology,,P GUIDANCE FOR THORA/ABD/PARA CENTESIS US PORT,3,,
Radiology,,MR SPINAL CANAL (ENTIRE),3,,
Physician ,1,Physican Resident Admission Note,3,,
Physician ,1,ICU Attending Event Note,3,,
Case Management ,1,Assessment & Initial Discharge Planning,3,,
General,1,Cardiology Consult Follow-Up Note,3,,
Radiology,,PR LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST PORT RIGHT,3,,
Radiology,,"OR FOOT AP,LAT & OBL IN O.R. RIGHT",3,,
Radiology,,P US SIMPLE/SING ABSC/CYST DRAIN/INCISION PORT,3,,
Radiology,,CONSULT OUTSIDE MAMMOGRAM,3,,
Radiology,,MR PROSTATE W/O CONTRAST,3,,
Nursing,1,Nursiong Progress Note,3,,
Radiology,,PL ART DUP EXT UP UNI LMTD PORT LEFT,3,,
Radiology,,OB TIB/FIB (AP & LAT) IN O.R. BILAT,3,,
Physician ,1,Death Note,3,,
Radiology,,DIGITAL SCREENING,3,,
Radiology,,"L KNEE, STANDING (AP & LAT IN 30 DEG FLEX) LEFT",3,,
Physician ,1,Physician Resident Accept Note - MICU,3,,
Physician ,1,Surgical Intensive Care Intensivist,3,,
Radiology,,"BP SHOULDER (AP, NEUTRAL & AXILLARY) TRAUMA BILAT PORT",3,,
Physician ,1,ICU Physician Intensivist Note,3,,
Physician ,1,CVIVU note,3,,
Radiology,,"OP THOR SP,SINGLE FILM IN O.R. PORT",3,,
Radiology,,CYSTOGRAM,3,,
Radiology,,CTU (ABD/PEL) W/CONTRAST,3,,
Physician ,1,CVICU Note,3,,
Physician ,1,Physician Resident /attending Admission Note - MIC,3,,
Radiology,,L MAMMO CORE BIOPSY LEFT,3,,
Physician ,1,Physician Resident / attending Progress Note - MIC,3,,
Radiology,,BX PAROTID/SAL GLAND,3,,
Physician ,,SURGICAL INTENSIVIST NOTE,3,,
Radiology,,"MR ANGIOGRAM NECK, W/O CONTRAST",3,,
Radiology,,CTU W/ &W/O CONTRAST,3,,
Radiology,,"OP SKULL (AP, TOWNES & LAT) TRAUMA IN O.R. PORT",3,,
Rehab Services,1,Physical Therapy Re - Evaluation Note,3,,
Radiology,,BP FOOT 2 VIEWS BILAT PORT,3,,
Radiology,,"R 75676 ANGIO CAROTID, CERVICAL UNILAT S&I RIGHT",3,,
Radiology,,L INJ/ASP MAJOR JT W/FLUORO LEFT,3,,
Physician ,,CVL Insertion Replacement Procedure Note,3,,
Case Management ,1,Discharge Plan - Home with Hospice,3,,
Radiology,,BO KNEE (2 VIEWS) BILAT IN O.R.,3,,
Radiology,,P ABDOMEN (LAT DECUB ONLY) PORT,3,,
Case Management ,1,Initial Assessment & Discharge Planning Note,3,,
Radiology,,"RP RIB UNILAT, W/ AP CHEST RIGHT PORT",3,,
Radiology,,BP ANKLE (2 VIEWS) BILAT PORT,3,,
Physician ,1,MICU resident physician progress note,3,,
Radiology,,EMERGENCY ABDOMEN U.S.,3,,
Radiology,,"LUMBOSACRAL MYELOGRAM, S&I",3,,
Physician ,1,Physician Resident Note,3,,
Radiology,,"RO ELBOW, AP & LAT VIEWS RIGHT IN O.R.",3,,
Radiology,,"R 75894 TRANS THERAPY, EMBO S&I RIGHT",3,,
Radiology,,MAMMO NEEDLE LOCALIZATION LEFT,3,,
Radiology,,ED REQUEST FOR SECOND OPINION READ,3,,
Radiology,,"BP ELBOW (AP, LAT & OBLIQUE) BILAT PORT",3,,
Radiology,,MR ANGIOGRAM RENAL ARTERIES W/CONTRAST,3,,
Radiology,,OB FOLLOW UP (FOLLOW UP OR REPEAT),3,,
Radiology,,"LO FINGER(S),2+VIEWS LEFT IN O.R.",3,,
Physician ,1,Physician Intensivist Note,3,,
Radiology,,OPL FEMUR (AP & LAT) IN O.R. PORT LEFT,3,,
Radiology,,STENT GRAPH FOR ILIAC ANURYSM,3,,
Physician ,1,ICU Resident Progress Note,3,,
Radiology,,UNCLOG G/GJ TUBE,3,,
Physician ,1,CCU fellow addendum,3,,
Radiology,,"C-SPINE, NON-TRAUMA (WITH OBLS)",3,,
Physician ,1,Physician Progress Note-CCU,3,,
Physician ,1,Physician Medical Student Progress Note - MICU,3,,
Physician ,1,Medical Student Progress Note,3,,
Nursing,1,Nuirsing 1900-0700,3,,
Radiology,,CTA LOWER EXT W/&W/O C & RECONS,3,,
Physician ,1,Physician Resident / Attending Admission Note,3,,
Radiology,,C-SPINE NON-TRAUMA W/OBLS 3 VIEWS,3,,
Radiology,,CTC VIRTUAL COLONOGRAPHY W/ CONTRAST,3,,
Radiology,,MR CARDIAC,3,,
Radiology,,MRA CHEST,3,,
Physician ,1,Nursing Progress Note,3,,
Radiology,,CTA TORSO,3,,
General,1,Attending Progress Note,3,,
Radiology,,"PL ELBOW, AP & LAT VIEWS PORT LEFT",3,,
Radiology,,P PROSTATE U.S. PORT,2,,
Rehab Services,1,Deferred Video Swallow Evaluation,2,,
Radiology,,P BILAT BREAST US PORT,2,,
General,1,ICU Event Note - Death Note,2,,
Radiology,,"P SINUSES, COMPLETE MIN 3 VIEWS PORT",2,,
Case Management ,1,Initail Patient Assessment,2,,
General,1,ICU Attending Admit Note,2,,
Case Management ,1,CM Follow-up,2,,
Rehab Services,1,Swallowing Follow up,2,,
Radiology,,P RETROPERITONEAL US PORT,2,,
Radiology,,OL SHOULDER 2-3 VIEWS NON TRAUMA IN O.R. LEFT,2,,
Radiology,,"O SPINE, SINGLE FILM IN O.R.",2,,
Radiology,,O SINUSES 1-2 VIEWS IN O.R.,2,,
Radiology,,OL KNEE (PORTABLE) IN O.R. LEFT,2,,
Radiology,,P PERITONEAL ABSCESS DRAINAGE US PORT,2,,
Rehab Services,1,Swallow Therapy,2,,
Radiology,,"OL ANKLE (AP, MORTISE & LAT) IN O.R. LEFT",2,,
Radiology,,"OL WRIST, AP & LAT VIEWS IN O.R. LEFT",2,,
Radiology,,O PELVIS & SACRO-ILIAC IN O.R.,2,,
Radiology,,PERC TX EXTREMITY PSA,2,,
Radiology,,OLO FEMUR (AP & LAT) IN O.R. LEFT IN O.R.,2,,
General,1,ICU Event Note - Family Meeting,2,,
Radiology,,OB FOREARM (AP & LAT) IN O.R. BILAT,2,,
Rehab Services,1,Speech/Swallow Follow Up,2,,
Case Management ,1,Family Contact,2,,
Rehab Services,1,Speech-Language Aphasia Evaluation,2,,
Radiology,,OLO WRIST(3 + VIEWS) IN O.R. LEFT IN O.R.,2,,
Radiology,,"P RIB BILAT, W/AP CHEST PORT",2,,
Radiology,,P C-SPINE (SINGLE VIEW ONLY) PORT,2,,
Case Management ,1,Case Management - Discharge Planning,2,,
Radiology,,OB FEMUR (AP & LAT) IN O.R. BILAT,2,,
Radiology,,"OL ELBOW (AP, LAT & OBLIQUE) IN O.R. LEFT",2,,
General,1,ICU attdg admit note,2,,
Radiology,,"OL KNEE (AP, LAT & OBLIQUE) IN O.R. LEFT",2,,
Social Work,1,Progress Note,2,,
Radiology,,P SACRUM/COCCYX PORT,2,,
Case Management ,1,Assessment and Discharge Plan Note,2,,
Radiology,,OL ANKLE 1 VIEW IN O.R. LEFT,2,,
General,1,ICU Event Note1,2,,
Radiology,,OL HIP 1 VIEW IN O.R. LEFT,2,,
Radiology,,OB F/U W/O MEASUREMENTS,2,,
Radiology,,OP C-SPINE NON-TRAUMA 2-3 VIEWS IN O.R. PORT,2,,
Radiology,,LO FOOT 1 VIEW LEFT IN O.R.,2,,
Rehab Services,1,Physical Therapy Evaluation,2,,
Radiology,,OR SHOULDER 2-3 VIEWS NON TRAUMA IN O.R. RIGHT,2,,
Rehab Services,,PMV and Green Dye Swallowing Evaluation,2,,
General,1,Attending Progress note,2,,
General,,Cardioversion,2,,
Radiology,,MRA CHEST W/C,2,,
Radiology,,MRA CHEST W/O C,2,,
Radiology,,MR ANKLE W/O CONTRAST,2,,
Radiology,,"MR ANGIOGRAM NECK, W/O & W/CONTRAST",2,,
Radiology,,P US INTR-OP 90 MINS PORT,2,,
Radiology,,P EARLY OB US <14WEEKS PORT,2,,
Radiology,,MR ABDOMEN W/ CONTRAST,2,,
General,,Chest Tube Insertion Note,2,,
Rehab Services,1,PMV Evaluation/ Dispense,2,,
Radiology,,MRA LIVER W&W/O CONTRAST,2,,
Radiology,,"P CYSTOGRAM (51600, 74430) PORT",2,,
Radiology,,ORO TIB/FIB (AP & LAT) IN O.R. RIGHT IN O.R.,2,,
Radiology,,MANOMETRICS VIA NEPHROSTOMY/PYLOSTOMY,2,,
General,1,Comfort Measures Only,2,,
Radiology,,"OP PELVIS (AP, INLET & OUTLET) IN O.R. PORT",2,,
Radiology,,"OTHER SERVICE,DEPT,UNIT",2,,
General,1,Attending Addendum,2,,
Radiology,,P US HEMATOMA SUBCUT DRAIN INCISION PORT,2,,
Radiology,,PB ABDOMEN (LAT DECUB ONLY) PORT BILAT,2,,
Case Management ,1,Case Management Note,2,,
Rehab Services,1,PMV / Swallow Follow Up,2,,
Radiology,,"MRA TOTAL AORTA (CHEST,ABD,PELVIS) W&W/O CONTRAST",2,,
General,,Arterial line placement,2,,
General,1,Cardiology consult,2,,
Radiology,,MR CARDIAC W/FLOW/VEL/STRESS P/P CONTRAST,2,,
Radiology,,"MRI & MRA BRAIN, W/O CONTRAST",2,,
Radiology,,MR CARDIAC W/STRESS P/P CONTRAST,2,,
Radiology,,MR PITUITARY,2,,
Radiology,,MR PELVIS W/ CONTRAST,2,,
General,1,Cardiac Arrest Consult,2,,
Case Management ,1,Dischaarge Planning Update,2,,
Radiology,,"OR ELBOW, AP & LAT VIEWS IN O.R. RIGHT",2,,
Radiology,,OPR TIB/FIB (AP & LAT) IN O.R. PORT RIGHT,2,,
Radiology,,MR SHOULDER W/O CONTRAST,2,,
Radiology,,OPR LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. PORT RIGHT,2,,
Radiology,,MR SOFT TISSUE ENCK W/O CONTRAST,2,,
Radiology,,OPR KNEE (2 VIEWS) IN O.R. PORT RIGHT,2,,
Radiology,,MR KIDNEY W &W/O CONTRAST,2,,
General,1,CCU fellow addendum,2,,
Radiology,,OR HIP 1 VIEW IN O.R. RIGHT,2,,
General,1,CCU Resident Admission Note,2,,
Rehab Services,1,PT/Rehab,2,,
Radiology,,MR HEAD W&W/OC FOR PTS W/ DBS,2,,
Radiology,,MR-ANGIO HEAD W/ CONTRAST,2,,
Rehab Services,1,PT contact note,2,,
Radiology,,MR GYN PELVIS  W & W/O CONTRAST,2,,
Rehab Services,1,PT Contact note,2,,
Radiology,,MR-ANGIO NECK W & W/O CONTRAST,2,,
Radiology,,P HIP UNILAT MIN 2 VIEWS PORT,2,,
General,1,Cardiology Fellow Addendum to Resident Admission N,2,,
Radiology,,P KUB FOR COLONIC TRANSIT PORT,2,,
Radiology,,MRA (CHEST & ABD) W&W/O CONTRAST,2,,
Radiology,,"P LUMBAR SP,SINGLE FILM PORT",2,,
General,1,"CCU - Admit Note, History and Physical",2,,
Radiology,,PB FOOT 2 VIEWS PORT BILAT,2,,
Radiology,,OP HIP UNILAT MIN 2 VIEWS IN O.R. PORT,2,,
Radiology,,O FACIAL BONE (WATERS & LAT) IN O.R.,2,,
General,1,Event Note,2,,
Radiology,,OO HIP 1 VIEW IN O.R. IN O.R.,2,,
Radiology,,"LP ANKLE (AP, LAT & OBLIQUE) LEFT PORT",2,,
Rehab Services,1,Repeat PMV Evaluation/Dispense,2,,
Radiology,,P PELVIS W/JUDET VIEWS (3V) PORT,2,,
Rehab Services,1,Repeat Swallowing Evaluation,2,,
Consult,1,Cardiology follow-up,2,,
Radiology,,NLSA CT CHEST WITHOUT CONTRAST,2,,
Rehab Services,,Green Dye Swallowing Evaluation,2,,
Consult,1,Cardiology consult,2,,
Radiology,,NON-CONTRAST IFIR RENAL ANGIO MRI,2,,
Case Management ,1,Case Management Discharge Plan - Addendum,2,,
Radiology,,NON-IONIC 50 CC,2,,
Rehab Services,1,Speech + Swallow Consult,2,,
Respiratory ,1,Respiratory Note,2,,
Radiology,,LOOPOGRAM,2,,
Case Management ,1,Case Management Assessment & Discharge Planning,2,,
Radiology,,O ACUTE ABD SERIES (2-3 VIEWS OF ABD & SGL CHEST VIEW) IN O.R.,2,,
Radiology,,P T-TUBE CHOLANGIO (POST-OP) PORT,2,,
Consult,1,Cardiology Attending Consult Note,2,,
Radiology,,"OO C-SPINE, TRAUMA IN O.R. IN O.R.",2,,
Rehab Services,,Green Dye Repeat Bedside Swallowing Evaluation,2,,
General,1,ICU Attending Admission Note,2,,
Radiology,,"O C-SPINE NON-TRAUMA W/OBLS, FLEX &EXT 5 VIEWS IN O.R.",2,,
Radiology,,PERC REMOVAL/SNARE/CAPTURE INT.DWELLING URETERAL STENT,2,,
Radiology,,P STERNUM PORT,2,,
Respiratory ,1,general,2,,
Radiology,,O ENTIRE SPINE (AP & LAT ONLY) IN O.R.,2,,
Case Management ,1,Case Management Discharge Plan - Final,2,,
Radiology,,"P PELVIS (AP, INLET & OUTLET) PORT",2,,
Respiratory ,1,Resp.Care note,2,,
Case Management ,1,Case Management Discharge Planning - Update,2,,
Radiology,,LP WRIST (AP & LAT) SOFT TISSUE LEFT PORT,2,,
Radiology,,MRI BREAST BILAT W/O C,2,,
General,1,Death note,2,,
Radiology,,MRI NASO PHARYNX/SKULL BASE,2,,
Radiology,,LP TIB/FIB (AP & LAT) SOFT TISSUE LEFT PORT,2,,
General,1,EP Consult,2,,
General,1,EP Consult Follow-up,2,,
General,1,EP Fellow Follow-Up,2,,
Radiology,,MRV ABDOMEN W&W/O CONTRAST,2,,
General,1,EP Progress Note,2,,
Respiratory ,1,Respiratory,2,,
General,1,EP Staff,2,,
Consult,1,Pulmonary Fellow Initial Consult Note,2,,
Radiology,,MRV NECK W/O CONTRAST,2,,
Radiology,,MRV PELVIS W/O CONTRAST,2,,
Radiology,,LP GLENO-HUMERAL SHOULDER (W/ Y VIEW) LEFT PORT,2,,
General,1,EP service,2,,
Radiology,,P PARACENTESIS DIAG/THERAP W IMAGING GUID PORT,2,,
Respiratory ,1,Respiratory Care Shift Not,2,,
Radiology,,LP FOOT 1 VIEW LEFT PORT,2,,
Radiology,,OOR FEMUR (AP & LAT) IN O.R. IN O.R. RIGHT,2,,
General,,EVENT NOTE -READMISSION,2,,
Radiology,,LP EMERG. LOWER EXT VEINS LEFT PORT,2,,
General,,Epidural Placement,2,,
Radiology,,P PELVIS (AP & LAT) PORT,2,,
Radiology,,NECK WITH CONTRAST,2,,
Consult,1,EP Initial Consult Note,2,,
Radiology,,"OL HAND, AP & LAT. VIEWS IN O.R. LEFT",2,,
Physician ,,ICU Physician Attending Note,2,,
Radiology,,L MRHAND W/O&W/CONTRAST LEFT,2,,
Radiology,,"SINUSES (WATERS, CALDWELL & LAT)",2,,
Radiology,,"AORTOGRAPHY, ABDOMINAL",2,,
Radiology,,R CT LOWER LIMB W/ CONTRAST RIGHT,2,,
Radiology,,ART DUP EXT UP UNI LMTD,2,,
Physician ,1,Cardiology- Electrophysiology Progress Note,2,,
Physician ,1,Cardiology follow up,2,,
Radiology,,ARTERIAL CATH FOR SAMPLING OR MONITORING,2,,
Radiology,,B 47505-50 BILAT INJ CHOLANG EXIST PERC/TUBE BILAT,2,,
Radiology,,R CT FOOT/ANKLE ARTHROGRAM RIGHT,2,,
Radiology,,R CLIP PLACMENT FOLLOWING BREAST BX RIGHT,2,,
Physician ,1,Cardiology fellow admission note,2,,
Physician ,1,Cardiology fellow addendum- CCU,2,,
Physician ,1,Cardiology fellow H&P,2,,
Radiology,,B ANKLE/FOOT (AP & LAT) SOFT TISSUE BILAT,2,,
Physician ,1,Cardiology fellow,2,,
Radiology,,CT DRAIN BILIARY INT/EXT,2,,
Radiology,,B EMERG BILAT LOWER EXT VEINS BILAT,2,,
Radiology,,B FEMUR (AP & LAT) SOFT TISSUE BILAT,2,,
Radiology,,R BREAST CYST ASPIRATION RIGHT,2,,
Radiology,,"B FOOT AP, LAT & HINDFOOT STANDING BILAT",2,,
Physician ,1,Cardiology Initial Consult,2,,
Radiology,,B KNEE (MIN 4 VIEWS) BILAT,2,,
Radiology,,B MR CALF W/O CONTRAST BILAT,2,,
Radiology,,B MR SHOULDER W/O CONTRAST BILAT,2,,
Radiology,,R ART DUP LOW EXT RIGHT,2,,
Physician ,1,Cardiology Follow-Up,2,,
Radiology,,B WRIST (AP & LAT) SOFT TISSUE BILAT,2,,
Physician ,1,Cardiology Fellow CCU admission note,2,,
Physician ,1,Cardiology Fellow CCU Admission Noted,2,,
Radiology,,SELLA TURCICA (2 VIEWS),2,,
Radiology,,ANGIOGRAPHY ARTERIO SHUNT,2,,
Radiology,,R CT SHOULDER ARTHROGRAM RIGHT,2,,
Radiology,,ADULT HEAD US,2,,
Physician ,,THORACENTESIS: ICU Event Note,2,,
Physician ,1,TRICU resident progress note,2,,
Physician ,1,Telephone contact,2,,
Physician ,,Thoracentesis discussion,2,,
Physician ,,Tracheostomy Procedure Note,2,,
Physician ,1,Transfer Accept Note,2,,
Physician ,,bedside RHC,2,,
Physician ,,chest tube insertion,2,,
Physician ,1,crit care staff progress note,2,,
Physician ,1,critical care PN,2,,
Physician ,1,critical care attending progress note,2,,
Physician ,1,critical care progress note,2,,
Physician ,1,Critical care PN,2,,
Physician ,1,Critical care,2,,
Physician ,1,micu attending event note,2,,
Radiology,,SACRO-ILIAC JTS (AXIAL & BILAT OBLS),2,,
Physician ,1,Critical Care attending admission,2,,
Physician ,1,surgical intensivist note,2,,
Radiology,,' FILM ORTHO AP LOWER EXT,2,,
Radiology,,-50 BILAT INJ CHOLANG EXIST PERC/TUBE,2,,
Radiology,,2ND ORDER THOR/BRACHIOCEPHALIC,2,,
Radiology,,"A-GRAM CAROTID/CERVICAL, UNILAT",2,,
Radiology,,SECONDARY THROMBECTOMY W/OTHER PERC PROCEDURE,2,,
Physician ,,Chest tube placement note,2,,
Physician ,,Chest tube insertion in OR,2,,
Radiology,,ADD'L 2ND/3RD OR> THOR/BRACHIOCEPHALIC,2,,
Radiology,,SEL CATH SEGMENTAL/SUBSEG PUL ARTERY,2,,
Physician ,1,Cardiology Fellow Addendum to Admission Note,2,,
Radiology,,R ANKLE/FOOT (AP & LAT) SOFT TISSUE RIGHT,2,,
Radiology,,"BABYGRAM UPPER EXT,MIN 2 VIEWS",2,,
Radiology,,CAROTID SERIES LMTD,2,,
Physician ,1,CCU Addendum,2,,
Radiology,,CERVICOCERBRAL,2,,
Physician ,1,CCU ADMIT NOTE,2,,
Physician ,1,CCU ADMISSION NOTE,2,,
Physician ,1,CCU ACCEPT NOTE,2,,
Radiology,,T PLACT STENT EXTRACRAINAL/VERTIBRAL ART,2,,
Physician ,1,Attending/Physician Resident Progress Note - MICU,2,,
Physician ,1,Attending Progress Note - MICU,2,,
Physician ,1,Attending Physician Note,2,,
Radiology,,"PRIMARY MECH THROMBECTOMY, ARTERIAL/BPG, INITIAL",2,,
Physician ,1,Attending Daily Progress Note,2,,
Radiology,,THORACIC ANGIO,2,,
Physician ,1,Attending Addendum to MICU Admission Note,2,,
Radiology,,CONSULT READING MAMMOGRAPHY ONLY,2,,
Radiology,,CT ABD PARACENTESIS W/IMAGING,2,,
Radiology,,CT ABD W&W/O C & RECONSTRUCTION,2,,
Radiology,,CT ABD W/CONT + RECONSTRUCTION,2,,
Radiology,,"CT ABD/PEL W/OC, COLON TECHNIQUE",2,,
Radiology,,THY BX GUID-RADIOLOGIST,2,,
Physician ,1,Admission Note - Surgical Critical Care,2,,
Radiology,,CT AIRWAY W/C & W/RECONS,2,,
Physician ,1,Admission Note - MICU,2,,
Physician ,1,Admission H&P,2,,
Physician ,1,Admission - Overnight Intensivist,2,,
Radiology,,THYROGEN I-123 TOTAL BODY SCAN,2,,
Radiology,,CT CARDIAC STRUCTURE/MORPH W/CTA W/O QUANTITATIVE CALCIUM,2,,
Pharmacy,,Silibinin IV,2,,
Physician ,1,CCU Admit: Cardiology Comprehensive Physician Note,2,,
Physician ,1,CCU Fellow,2,,
Physician ,1,Cardiology Comprehensive Physician Note EP consult,2,,
Physician ,1,CCU Note,2,,
Physician ,1,Cardiology Comprehensive Physician Note - Resident,2,,
Physician ,1,Cardiology Attending Consult Addendum,2,,
Radiology,,SPINAL SEL A-GRAM,2,,
Radiology,,L MRA UPER EXT LEFT,2,,
Physician ,,CVL placement,2,,
Radiology,,R ABDOMEN (WITH LAT DECUB) RIGHT,2,,
Radiology,,BO LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST BILAT IN O.R.,2,,
Radiology,,"BO WRIST, AP & LAT VIEWS BILAT IN O.R.",2,,
Radiology,,BP CHEST U.S. BILAT PORT,2,,
Radiology,,"BP ELBOW, AP & LAT VIEWS BILAT PORT",2,,
Radiology,,"BP HAND, AP & LAT. VIEWS BILAT PORT",2,,
Radiology,,BP PELVIS WITH JUDET VIEWS BILAT PORT,2,,
Radiology,,BP SHOULDER 1 VIEW BILAT PORT,2,,
Radiology,,BP TIB/FIB (AP & LAT) SOFT TISSUE BILAT PORT,2,,
Radiology,,R 36002 INJ PSEUDOANERYSM RIGHT,2,,
Radiology,,BP WRIST (AP & LAT) SOFT TISSUE BILAT PORT,2,,
Physician ,1,CVI-cardiac surgery,2,,
Physician ,1,CVI-ICU note,2,,
Radiology,,BX LIVER,2,,
Radiology,,PUNC ASP ABSCESS/HEMATOM/BULA/CYST,2,,
Physician ,1,CVI - ICU note,2,,
Physician ,1,CV ICU,2,,
Physician ,,CT insertion,2,,
Physician ,1,CCU fellow admit ntoe,2,,
Physician ,1,CCU fellow admit note,2,,
Radiology,,"C-SPINE, NON-TRAUMA (WITH FLEX, EXT & OBLS)",2,,
Radiology,,STERNO-CLAVICULAR JOINTS,2,,
Physician ,1,Surgical Intensivist Note CVICU,2,,
Physician ,1,Surgical Intensivist Note Attending,2,,
Physician ,1,Daily Progress Note,2,,
Physician ,1,MICU staff family mtg note,2,,
Physician ,1,Medical Student/Attending Progress Note - MICU,2,,
Physician ,1,Micu staff progress note,2,,
Physician ,1,Overnight Intensivisist Addendum,2,,
Radiology,,RP FOREARM (AP & LAT) SOFT TISSUE RIGHT PORT,2,,
Physician ,1,Overnight Intensivist / Fellow Admission,2,,
Radiology,,REMOVE CVA OBSTRUCT S&I,2,,
Physician ,1,Overnight Intensivist Admit,2,,
Physician ,1,ICU Attending Physican Note,2,,
Physician ,1,PGY1 - progress note MICU,2,,
Physician ,1,PM check,2,,
Physician ,1,PRE OPERATIVE EVALUATION,2,,
Physician ,1,PROGRESS NOTE - RESIDENT,2,,
Physician ,1,Physicial Resident Progress Note - MICU,2,,
Radiology,,R WRIST (AP & LAT) SOFT TISSUE RIGHT,2,,
Physician ,1,Physician Attending / Resident Progress Note,2,,
Radiology,,R US MSK SHOULDER RIGHT,2,,
Physician ,1,ICU - Resident Progress Note,2,,
Physician ,1,Physician Attending and Fellow Progress Note - MIC,2,,
Physician ,1,Physician Attending/Fellow Progress Note - MICU,2,,
Physician ,1,Physician Attending/Resident Progress Note - CCU,2,,
Physician ,1,Fellow/Attending Progress Note - MICU,2,,
Physician ,1,Physician Felllow/Attending Progress Note - MICU,2,,
Physician ,1,Physician Fellow Admission Note - MICU attending a,2,,
Physician ,1,Physician Fellow Admit Note - MICU,2,,
Physician ,1,Fellow admission Note,2,,
Radiology,,R US MSK ANKLE RIGHT,2,,
Physician ,1,Fellow Progress Note,2,,
Physician ,1,Med Student Progress Note - CCU,2,,
Physician ,1,MICU staff event note,2,,
Physician ,1,Fellow Admit,2,,
Physician ,1,ICU Event Note - Cardiac Arrest,2,,
Radiology,,ROP HIP UNILAT MIN 2 VIEWS RIGHT IN O.R. PORT,2,,
Physician ,1,MICU ATTENDING  Note,2,,
Physician ,1,MICU Admission,2,,
Physician ,1,ICU Fellow/Attending Admission Note - MICU,2,,
Physician ,1,MICU Attending / Resident Progress Note,2,,
Physician ,1,MICU Attending Physician Progress Note,2,,
Radiology,,REVISION TRANSHEP TUBE IN OR NO TECH FEE,2,,
Physician ,,ICU Fellow Progress Note - MICU attedning addendum,2,,
Physician ,1,MICU Fellow Progress note,2,,
Physician ,1,MICU Fellow/Attending Progess Note,2,,
Physician ,1,MICU Fellow/Attending Progress Note,2,,
Radiology,,RETROGRADE URETHROCYSTOGRAM,2,,
Physician ,1,MICU Physician Progress Note,2,,
Physician ,1,MICU Resident Note,2,,
Physician ,,ICU Event Note-Aline,2,,
Physician ,1,MICU Resident Progress note,2,,
Physician ,1,MICU Resident Transfer Accept Note,2,,
Physician ,1,MICU Resident progress note,2,,
Physician ,1,ICU Event Note- AMA,2,,
Radiology,,RP EMERG. LOWER EXT VEINS RIGHT PORT,2,,
Physician ,1,MICU attending admission,2,,
Radiology,,"REPEAT PERC MECH THROMBECTOMY/LYTIC INJ, VENOUS",2,,
Physician ,1,MICU attending event note/update,2,,
Physician ,1,MICU attending family mtg note,2,,
Physician ,1,MICU attending note,2,,
Physician ,1,MICU resident transfer accept note,2,,
Physician ,1,MICU staff Progress Note,2,,
Physician ,1,Physician ICU  Admission Note,2,,
Physician ,1,Physician Progress Note - MICU,2,,
Physician ,1,Surgical Intensive Care,2,,
Physician ,1,Pulm / Critical Care Consult Note,2,,
Physician ,1,RESIDENT PROGRESS NOTE - CCU,2,,
Radiology,,R MR HAND W/O CONTRAST RIGHT,2,,
Radiology,,RP UNILAT BREAST US RIGHT PORT,2,,
Radiology,,R MR ELBOW W/O CONTRAST RIGHT,2,,
Physician ,1,EP Followup Note,2,,
Physician ,1,Resident / Attending Progress Notes,2,,
Radiology,,R MR ARM W/O CONTRAST RIGHT,2,,
Physician ,1,Resident Admission Note / Attending Addendum,2,,
Physician ,1,Resident Admission Note/Attending Addendum,2,,
Physician ,1,Resident Admission note,2,,
Physician ,1,Resident Admit Note / Attending Addendum,2,,
Physician ,1,Resident Daily Progress note,2,,
Physician ,1,EP Fellow,2,,
Radiology,,R LOWER EXTREMITY FLUORO RIGHT,2,,
Radiology,,R LEG ARTERIOGRAM IN OR RIGHT,2,,
Physician ,1,"Resident Progress Note, CCU",2,,
Physician ,1,Resident Progress Note-MICU,2,,
